Timestamp,Gender,Age,Education level,Field of occupation,Occupation level,Country of Residence,Which of the following mobile phone app uses AI in its operations,Can an AI tool determine if you have risk of Pneumonia by examining your chest x-rays?,"When you try to unlock your mobile phone using a pin, does an underline AI tool make that decision?",Think about the advertisements you see when you are on the internet. Are those selected by AI tools?,Assume that an AI system makes decisions for you in your day-to-day activities. How important is it to know the reasons behind such decisions?,Assume that an AI system makes decisions for you in your day-to-day activities. When do you need an explanation for such a decision?,A person is discharged from the hospital after a hospital stay of more than a week. An AI system predicts that he will be readmitted within the next 30 days.,An online clothing store recommends dresses to its customer with the help of an AI system. Suppose this system recommends the dress in Figure 1,A company decides the salary of its new recruits using an AI system. For one employee the AI systems decided to pay less than $50k per annum. ,An AI system developed to recognize different pets has recognized the animal in Figure 1 as a Cat.,"Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Financial impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Medical impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Legal impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Social posting  impact (fb/ig)]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Time Wasted]",Which kind of explanations about the AI system would you like to see? ,What kind of explanation is more useful for you?,"Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A surveillance system detecting suspicious person at public places.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A smartwatch detecting Atrial fibrillation (a common heart rhythm disorder that elevates stroke risk) in stroke survivors.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A remote monitoring systems in tunnels alerting maintenance requirements.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [An intelligent virtual assistant helping to operate home appliances.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A parking slot recommendation systems in the city area.]",I expect explanations to be,Are there any comments or concerns you would like to raise about XAI?
3/31/2022 18:57:35,Male,21,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,None of the above,No,No,No,Very important,I need an explanation for both decisions,(a),(b),(a),(a),5,5,5,2,5,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,2,5,1,2,"Easy to understand - Expect no technical expertise from me, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level.",Nope
4/1/2022 8:04:48,Female,40,Completed Post Graduate Degree,"Life, Physical, and Social Science",Middle level,United States,None of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),1,1,2,4,3,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,4,4,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well.",
4/1/2022 10:13:43,Male,30,Completed Undergraduate Degree,Other,Executive level,,None of the above,I do not know,I do not know,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),5,5,5,5,5,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,3,3,3,3,,
4/1/2022 10:51:17,Male,42,Completed Post Graduate Degree,Other,Executive level,Sri Lanka,All of the above,Yes,Yes,I do not know,Very important,I need an explanation for both decisions,(a),(a),(a),(a),1,1,1,1,5,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,1,1,1,1,1,Easy to understand - Expect no technical expertise from me,
4/1/2022 10:57:18,Male,24,Completed Undergraduate Degree,Other,Management level,Sri Lanka,All of the above,Yes,Yes,Yes,Neutral,I don't need explanations,(a),(a),(b),(a),4,4,2,3,2,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,4,5,4,3,4,Faithful - Reflect the actual reasoning of the AI system,
4/1/2022 11:59:09,Female,37,Completed Post Graduate Degree,Architecture and Engineering,Executive level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,1,1,1,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,1,1,2,1,2,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
4/1/2022 16:01:35,Male,40,Completed Post Graduate Degree,Transportation and Material Moving,Executive level,Sri Lanka,All of the above,Yes,I do not know,Yes,Important,I need an explanation for both decisions,(a),(a),(a),(b),4,1,2,3,4,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,3,3,3,2,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level.",No
4/1/2022 18:32:29,Male,44,Completed Undergraduate Degree,Construction and Extraction,Middle level,Azerbaijan,Email,Yes,Yes,Yes,Neutral,I need an explanation for both decisions,(b),(a),(a),(b),2,2,4,2,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,1,2,1,1,Faithful - Reflect the actual reasoning of the AI system,
4/1/2022 21:26:18,Female,59,Completed High School,Transportation and Material Moving,Middle level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,1,4,2,"An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
4/2/2022 9:08:12,Male,30,Completed High School,Management,Executive level,Sri Lanka,All of the above,I do not know,Yes,I do not know,Important,I need an explanation for both decisions,(b),(b),(b),(b),1,1,1,2,2,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
4/2/2022 9:52:32,Female,27,Completed High School,"Education, Training, and Library",Unoccupied,Sri Lanka,All of the above,Yes,I do not know,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),2,5,3,1,4,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,2,3,4,1,5,Easy to understand - Expect no technical expertise from me,
4/2/2022 12:03:28,Female,34,Completed Undergraduate Degree,Healthcare Practitioners and Technical,Middle level,Sri Lanka,All of the above,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),1,1,1,5,1,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,2,3,4,"Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
4/2/2022 23:26:09,Female,68,Completed Post Graduate Degree,Architecture and Engineering,Executive level,Sri Lanka,None of the above,Yes,Yes,I do not know,Very important,I need an explanation for both decisions,(b),(b),(a),(a),2,1,1,2,2,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,2,3,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
4/3/2022 9:24:34,Male,32,Completed Post Graduate Degree,Architecture and Engineering,Executive level,Sri Lanka,Email,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),4,5,3,5,3,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,4,5,4,5,4,"I would like to have easy to understand explanations, but with some technical aspects as well.",
4/3/2022 10:45:14,Male,29,Completed Post Graduate Degree,Computer and Mathematical,,United States,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),5,5,5,1,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,3,5,5,1,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.  ",
